spkid,full_name,pdes,name,prefix,neo,pha,sats,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms
54202340,       (2021 TO1),2021 TO1,,,Y,Y,0,21.18,,,,,,,,,,,,,,,,,0.36,,JPL 2,2459496.5,59496,2021-10-09.0,J2000,0.2104,1.25,0.987,40.27,17.89,328.39,31.16,1.51,0.7051,2459452.31,2021-08-25.8,511,1.4,0.0147,5.73,3.94,4.89,5.40E-04,1.00E-03,1.10E-04,2.80E-02,1.40E-02,7.40E-02,8.70E-02,1.20E-03,8.50E-04,7.10E-02,6.10E-01,APO,Otto Matic,23,02-10-2021,25-10-2021,22,,,8,0.32584
54204643,       (2021 TG4),2021 TG4,,,Y,Y,0,20.06,,,,,,,,,,,,,,,,,0.42,,JPL 4,2460000.5,60000,2023-02-25.0,J2000,0.5842,2.201,0.915,7.78,46.95,216.53,199.73,3.49,0.3018,2460531.56,2024-08-09.0,1.19E+03,3.27,0.0103,4,1.65,3.41,2.40E-07,9.90E-08,5.00E-07,1.60E-05,1.20E-04,2.00E-04,1.40E-04,1.60E-07,2.00E-08,5.00E-04,8.00E-05,APO,Otto Matic,3927,04-02-2011,05-11-2021,35,,,1,0.64598
54206538,       (2021 TA8),2021 TA8,,,Y,Y,0,21.26,,,,,,,,,,,,,,,,,0.5,,JPL 13,2460000.5,60000,2023-02-25.0,J2000,0.3433,1.307,0.858,21.27,42.24,114.88,219.48,1.76,0.6594,2460213.59,2023-09-26.0,546,1.49,0.000182,0.0708,3.33,4.86,2.30E-07,1.40E-08,3.00E-07,3.40E-05,4.50E-05,5.10E-05,3.30E-05,1.90E-08,1.10E-08,5.10E-05,8.80E-06,APO,Otto Matic,4371,31-05-2010,19-05-2022,45,,,0,0.58718
54209486,       (2021 TK15),2021 TK15,,,Y,Y,0,21.87,,,,,,,,,,,,,,,,,0.36,,JPL 9,2460000.5,60000,2023-02-25.0,J2000,0.1339,1.115,0.966,56.51,31.55,162.36,253.7,1.26,0.8369,2460127.52,2023-07-02.0,430,1.18,0.0336,13.1,3.7,5.17,6.30E-05,8.90E-05,1.50E-04,5.10E-03,2.20E-04,1.20E-02,3.70E-02,1.00E-04,1.00E-04,5.90E-02,5.20E-02,APO,Otto Matic,36,04-10-2021,09-11-2021,49,,,6,0.46113
54210293,       (2021 TP21),2021 TP21,,,Y,Y,0,20.2,,,,,,,,,,,,,,,,,0.26,,JPL 11,2460000.5,60000,2023-02-25.0,J2000,0.6771,2.52,0.814,25.41,8.09,116.28,107.18,4.23,0.2464,2459565.6,2021-12-17.0,1.46E+03,4,0.0356,13.9,1.76,2.99,3.80E-05,3.30E-04,1.10E-05,7.90E-04,9.20E-04,2.50E-03,2.10E-02,5.50E-04,4.80E-05,1.50E-03,2.90E-01,APO,Otto Matic,57,08-09-2021,04-11-2021,58,,,6,0.48939
54213618,       (2021 TD32),2021 TD32,,,Y,Y,0,21.89,,,,,,,,,,,,,,,,,,,JPL 8,2460000.5,60000,2023-02-25.0,J2000,0.4212,1.639,0.948,25.33,218.91,133.3,248.01,2.33,0.4699,2460238.82,2023-10-21.3,766,2.1,0.0451,17.5,3.31,4.1,5.80E-08,1.80E-07,1.90E-07,4.10E-05,1.80E-05,6.20E-05,6.40E-05,2.60E-07,7.90E-08,1.70E-04,1.30E-04,APO,Otto Matic,576,15-10-2021,14-05-2023,54,,,1,0.38464
54212683,       (2021 UP1),2021 UP1,,,Y,Y,0,20.75,,,,,,,,,,,,,,,,,0.33,,JPL 8,2460000.5,60000,2023-02-25.0,J2000,0.7455,2.751,0.7,42.59,222.7,67.94,122.49,4.8,0.216,2459433.31,2021-08-06.8,1.67E+03,4.56,0.0412,16,2.37,2.6,5.60E-04,6.50E-03,1.30E-04,3.50E-02,5.10E-03,3.10E-02,4.40E-01,1.10E-02,7.70E-04,1.50E-02,5.90E+00,APO,Otto Matic,14,25-10-2021,08-11-2021,56,,,7,0.43395
54212684,       (2021 UQ1),2021 UQ1,,,Y,Y,0,21.1,,,,,,,,,,,,,,,,,0.24,,JPL 16,2460000.5,60000,2023-02-25.0,J2000,0.6979,2.842,0.859,8.43,349.75,138.29,81.59,4.83,0.2057,2459603.84,2022-01-24.3,1.75E+03,4.79,0.015,5.85,0.47,2.88,1.10E-05,1.00E-04,2.10E-06,1.40E-04,3.90E-04,3.10E-04,4.30E-03,1.70E-04,1.10E-05,3.80E-05,9.30E-02,APO,Otto Matic,184,04-10-2021,06-04-2022,67,,,5,0.35821
54213278,       (2021 UN3),2021 UN3,,,Y,Y,0,21.42,,,,,,,,,,,,,,,,,0.36,,JPL 8,2460000.5,60000,2023-02-25.0,J2000,0.7603,2.034,0.487,6.08,170.85,110.37,190.23,3.58,0.3399,2460500.01,2024-07-08.5,1.06E+03,2.9,0.018,7,1.65,3.37,1.10E-04,5.80E-04,8.20E-05,6.60E-04,1.00E-03,2.50E-03,8.30E-02,1.00E-03,1.50E-04,4.60E-01,4.60E-01,APO,Otto Matic,26,15-10-2021,10-11-2021,50,,,6,0.49552
54213634,       (2021 UM5),2021 UM5,,,Y,Y,0,21.64,,,,,,,,,,,,,,,,,0.32,,JPL 10,2460000.5,60000,2023-02-25.0,J2000,0.6678,2.148,0.714,9.48,42.81,108.5,116.78,3.58,0.3131,2459627.47,2022-02-16.9,1.15E+03,3.15,0.008,3.11,1.54,3.37,9.70E-05,3.90E-04,8.00E-05,3.00E-03,1.40E-03,6.60E-03,3.30E-02,6.50E-04,8.60E-05,3.10E-03,3.20E-01,APO,Otto Matic,41,28-10-2021,08-12-2021,43,,,6,0.52036
54214050,       (2021 UU5),2021 UU5,,,Y,Y,0,19.18,,,,,,,,,,,,,,,,,0.36,,JPL 27,2460000.5,60000,2023-02-25.0,J2000,0.7256,1.921,0.527,44.94,62.31,99.02,145.1,3.31,0.3702,2459608.59,2022-01-29.0,972,2.66,0.0251,9.77,3.15,3.3,3.30E-07,1.40E-08,6.40E-07,6.70E-05,2.70E-05,7.00E-05,5.90E-06,2.40E-08,4.10E-09,1.50E-05,1.10E-05,APO,Otto Matic,2966,09-11-2013,23-12-2021,129,,,0,0.42016
54215198,       (2021 UV7),2021 UV7,,,Y,Y,0,21.35,,,,,,,,,,,,,,,,,0.42,,JPL 3,2459517.5,59517,2021-10-30.0,J2000,0.5904,2.194,0.899,8.32,10.46,296.34,19.31,3.49,0.3033,2459453.85,2021-08-27.3,1.19E+03,3.25,0.0441,17.2,1.88,3.41,3.80E-03,2.20E-02,6.10E-04,2.30E-02,5.20E-02,1.60E-01,3.30E-01,3.50E-02,4.50E-03,1.40E-01,1.80E+01,APO,Otto Matic,14,29-10-2021,12-11-2021,29,,,9,0.36522
54216372,       (2021 VW3),2021 VW3,,,Y,Y,0,21.86,,,,,,,,,,,,,,,,,0.46,,JPL 18,2460000.5,60000,2023-02-25.0,J2000,0.5999,2.004,0.802,4.56,262.65,75.51,179.51,3.21,0.3473,2459483.63,2021-09-26.1,1.04E+03,2.84,0.0157,6.11,2.23,3.59,7.00E-05,3.30E-04,9.50E-06,5.10E-04,1.20E-03,1.50E-03,4.40E-02,5.20E-04,8.50E-05,1.70E-03,2.50E-01,APO,Otto Matic,46,07-11-2021,23-12-2021,120,,,6,0.38836
54216374,       (2021 VB4),2021 VB4,,,Y,Y,0,21.56,,,,,,,,,,,,,,,,,,,JPL 3,2459522.5,59522,2021-11-04.0,J2000,0.619,2.551,0.972,39.07,203.97,172.06,7.6,4.13,0.2419,2459491.06,2021-10-03.5,1.49E+03,4.08,0.0209,8.12,1.38,2.89,8.20E-03,5.50E-02,6.20E-05,1.90E-01,5.20E-02,4.30E-02,2.60E-01,8.90E-02,7.80E-03,5.10E-02,4.80E+01,APO,Otto Matic,6,01-11-2021,07-11-2021,27,,,9,0.60718
54217964,       (2021 VO6),2021 VO6,,,Y,Y,0,21.11,,,,,,,,,,,,,,,,,0.38,,JPL 8,2460000.5,60000,2023-02-25.0,J2000,0.3447,1.045,0.685,19.81,77.66,80.78,4.9,1.41,0.9225,2459995.18,2023-02-19.6,390,1.07,0.0282,11,3.68,5.77,1.30E-06,3.30E-07,1.20E-06,3.50E-05,7.70E-05,7.80E-05,1.20E-04,4.50E-07,4.40E-07,1.20E-04,1.90E-04,APO,Otto Matic,412,08-11-2021,25-12-2022,41,,,2,0.36495
54217969,       (2021 VS6),2021 VS6,,,Y,Y,0,21,,,,,,,,,,,,,,,,,0.48,,JPL 34,2460000.5,60000,2023-02-25.0,J2000,0.5142,1.863,0.905,11.91,129.45,26.03,138.18,2.82,0.3876,2459644.02,2022-03-05.5,929,2.54,0.0364,14.2,2.2,3.8,2.20E-06,7.70E-06,3.10E-07,3.60E-05,8.90E-05,8.10E-05,8.60E-04,1.20E-05,2.40E-06,2.10E-05,5.70E-03,APO,Otto Matic,228,08-11-2021,24-06-2022,127,,,4,0.54123
54219296,       (2021 VK11),2021 VK11,,,Y,Y,0,21.65,,,,,,,,,,,,,,,,,0.39,,JPL 12,2460000.5,60000,2023-02-25.0,J2000,0.3238,1.424,0.963,9.09,315.78,157.34,245.24,1.88,0.5801,2460198.31,2023-09-10.8,621,1.7,0.00406,1.58,3.23,4.63,4.10E-06,8.70E-06,1.90E-07,7.90E-05,1.90E-04,1.60E-04,2.20E-03,1.20E-05,5.30E-06,5.70E-03,5.70E-03,APO,Otto Matic,159,02-10-2021,10-03-2022,65,,,4,0.51128
54220007,       (2021 VG19),2021 VG19,,,Y,Y,0,21.24,,,,,,,,,,,,,,,,,0.43,,JPL 10,2460000.5,60000,2023-02-25.0,J2000,0.5822,2.05,0.856,14.78,48.31,323.34,168.76,3.24,0.3359,2459498.09,2021-10-10.5,1.07E+03,2.93,0.0466,18.1,2.28,3.53,3.50E-05,1.50E-04,7.80E-06,6.40E-04,3.60E-04,5.60E-04,1.90E-02,2.40E-04,3.80E-05,3.10E-04,1.20E-01,APO,Otto Matic,57,13-11-2021,09-01-2022,50,,,5,0.37004
54220857,       (2021 VN22),2021 VN22,,,Y,Y,0,21.5,,,,,,,,,,,,,,,,,0.23,,JPL 2,2459527.5,59527,2021-11-09.0,J2000,0.3258,0.8863,0.598,4.49,303.53,236.36,274.73,1.18,1.181,2459599.69,2022-01-20.1,305,0.834,0.0118,4.58,3.79,6.65,9.30E-03,4.90E-03,5.00E-03,1.60E-01,9.80E-01,1.40E+00,2.20E+00,6.50E-03,9.70E-03,1.30E+00,2.50E+00,ATE,Otto Matic,22,24-10-2021,15-11-2021,17,,,9,0.50668
54222424,       (2021 VR27),2021 VR27,,,Y,Y,0,21.81,,,,,,,,,,6.27,,,,,,,0.35,,JPL 71,2460000.5,60000,2023-02-25.0,J2000,0.4954,2.033,1.026,3.53,131.6,352.37,133.5,3.04,0.3401,2459607.97,2022-01-28.4,1.06E+03,2.9,0.0415,16.2,2.06,3.64,4.60E-06,1.90E-05,3.70E-07,2.30E-05,3.30E-05,3.00E-05,1.90E-03,2.90E-05,4.80E-06,2.80E-05,1.50E-02,AMO,Otto Matic,176,27-10-2021,21-04-2022,649,,,4,0.38428
54222425,       (2021 WD),2021 WD,,,Y,Y,0,21.3,,,,,,,,,,,,,,,,,0.31,,JPL 11,2460000.5,60000,2023-02-25.0,J2000,0.6568,2.396,0.822,9.1,311.13,47.5,134.77,3.97,0.2657,2459493.29,2021-10-05.7,1.35E+03,3.71,0.0293,11.4,1.61,3.18,1.70E-04,1.10E-03,3.50E-05,2.70E-03,6.90E-03,5.50E-03,9.20E-02,1.80E-03,1.80E-04,1.30E-03,9.20E-01,APO,Otto Matic,43,21-11-2021,03-01-2022,65,,,6,0.3593
54239534,       (2021 WC8),2021 WC8,,,Y,Y,0,19.81,,,,,,,,,,,,,,,,,0.38,,JPL 28,2460000.5,60000,2023-02-25.0,J2000,0.7024,2.613,0.778,17.78,318.81,240.92,78.4,4.45,0.2334,2459664.52,2022-03-26.0,1.54E+03,4.22,0.000195,0.076,1.37,2.95,2.20E-08,3.20E-08,5.70E-08,1.60E-05,1.10E-05,1.30E-05,2.30E-06,5.40E-08,4.30E-09,7.50E-06,2.80E-05,APO,Otto Matic,7912,26-11-2000,26-07-2022,231,,,0,0.46547
54226796,       (2021 XG2),2021 XG2,,,Y,Y,0,21.93,,,,,,,,,,,,,,,,,0.4,,JPL 24,2460000.5,60000,2023-02-25.0,J2000,0.4099,1.515,0.894,14.18,75.81,301.82,258.27,2.14,0.5284,2460193.04,2023-09-05.5,681,1.87,0.0329,12.8,3.38,4.39,5.20E-05,1.20E-04,5.40E-06,1.30E-03,1.70E-04,6.30E-04,3.20E-02,1.70E-04,6.50E-05,8.50E-02,8.30E-02,APO,Otto Matic,51,02-12-2021,22-01-2022,192,,,6,0.37464
54228542,       (2021 XU2),2021 XU2,,,Y,Y,0,19.94,,,,,,,,,,,,,,,,,,,JPL 11,2460000.5,60000,2023-02-25.0,J2000,0.4249,1.685,0.969,29.05,232.47,193.71,187.72,2.4,0.4504,2460382.97,2024-03-13.4,799,2.19,0.0124,4.81,2.98,3.99,2.40E-07,8.30E-08,3.80E-07,1.90E-05,4.90E-05,6.40E-05,3.80E-05,1.20E-07,3.30E-08,1.10E-04,5.90E-05,APO,Otto Matic,1464,05-07-2019,08-07-2023,56,,,1,0.51776
54229754,       (2021 XJ5),2021 XJ5,,,Y,Y,0,20.98,,,,,,,,,,,,,,,,,0.4,,JPL 24,2460000.5,60000,2023-02-25.0,J2000,0.3964,1.431,0.864,12.15,272.36,112.93,281.5,2,0.5758,2460136.83,2023-07-11.3,625,1.71,0.0337,13.1,3.52,4.58,1.20E-05,2.20E-05,3.10E-06,3.30E-04,2.20E-04,2.70E-04,6.70E-03,3.10E-05,1.40E-05,1.50E-02,1.50E-02,APO,Otto Matic,82,07-12-2021,27-02-2022,126,,,5,0.52302
54230517,       (2021 XL6),2021 XL6,,,Y,Y,0,21.19,,,,,,,,,,,,,,,,,0.56,,JPL 11,2460000.5,60000,2023-02-25.0,J2000,0.3393,1.477,0.976,23.19,59.89,343.82,253.96,1.98,0.5493,2460193.54,2023-09-06.0,655,1.79,0.003,1.17,3.43,4.45,2.00E-05,4.50E-05,9.70E-07,5.70E-04,3.60E-04,5.70E-04,1.20E-02,6.10E-05,2.50E-05,3.10E-02,3.00E-02,APO,Otto Matic,101,04-12-2021,15-03-2022,75,,,5,0.46797
54231658,       (2021 YJ),2021 YJ,,,Y,Y,0,19.9,,,,,,,,,,,,,,,,,0.51,,JPL 21,2460000.5,60000,2023-02-25.0,J2000,0.5614,2.304,1.011,32.35,274.25,176.45,119.45,3.6,0.2819,2459576.72,2021-12-28.2,1.28E+03,3.5,0.0271,10.6,1.65,3.19,4.70E-05,2.50E-04,1.50E-06,1.10E-03,2.20E-04,1.20E-04,1.90E-02,3.90E-04,4.60E-05,1.30E-04,2.10E-01,APO,Otto Matic,97,26-12-2021,02-04-2022,178,,,6,0.49581
54235430,       (2022 AK),2022 AK,,,Y,Y,0,22.03,,,,,,,,,,,,,,,,,0.26,,JPL 11,2460000.5,60000,2023-02-25.0,J2000,0.5387,1.153,0.532,5.85,77.91,260.54,25.48,1.77,0.7964,2459968.5,2023-01-24.0,452,1.24,0.0152,5.91,3.63,5.3,2.80E-04,4.70E-04,1.00E-04,2.90E-03,4.40E-03,9.50E-03,2.50E-01,7.20E-04,4.90E-04,2.90E-01,2.80E-01,APO,Otto Matic,31,27-12-2021,27-01-2022,52,,,7,0.3694
54235437,       (2022 AP),2022 AP,,,Y,Y,0,21.8,,,,,,,,,,,,,,,,,0.42,,JPL 13,2460000.5,60000,2023-02-25.0,J2000,0.6203,2.563,0.973,11.4,73.68,343.27,107.15,4.15,0.2402,2459554.42,2021-12-05.9,1.50E+03,4.1,0.00272,1.06,1.24,3.11,1.80E-04,1.20E-03,1.00E-05,1.50E-03,2.80E-03,3.00E-03,7.90E-02,2.00E-03,1.70E-04,2.60E-03,1.10E+00,APO,Otto Matic,37,04-01-2022,10-02-2022,58,,,6,0.33011
54235471,       (2022 AC1),2022 AC1,,,Y,Y,0,20.97,,,,,,,,,,,,,,,,,0.54,,JPL 13,2460000.5,60000,2023-02-25.0,J2000,0.5454,1.76,0.8,8.14,250.4,307.59,146.22,2.72,0.4222,2459654.19,2022-03-15.6,853,2.33,0.0331,12.9,2.29,3.92,5.90E-08,6.50E-09,1.00E-07,9.30E-06,6.30E-05,6.60E-05,8.90E-06,1.00E-08,2.30E-09,2.20E-05,4.70E-06,APO,Otto Matic,2815,17-12-2014,01-09-2022,135,,,0,0.52171
54235476,       (2022 AH1),2022 AH1,,,Y,Y,0,21.53,,,,,,,,,,,,,,,,,0.38,,JPL 11,2460000.5,60000,2023-02-25.0,J2000,0.7201,2.75,0.77,5.07,76.87,318.36,101.99,4.73,0.2161,2459528.58,2021-11-10.0,1.67E+03,4.56,0.0288,11.2,0.74,2.9,9.80E-05,8.30E-04,3.60E-05,4.60E-04,8.10E-04,1.20E-03,4.60E-02,1.40E-03,9.80E-05,4.10E-04,7.50E-01,APO,Otto Matic,33,05-01-2022,07-02-2022,62,,,6,0.51789
54235530,       (2022 AY1),2022 AY1,,,Y,Y,0,22.01,,,,,,,,,,,,,,,,,0.46,,JPL 11,2460000.5,60000,2023-02-25.0,J2000,0.239,1.194,0.908,25.52,107.27,117.68,230.47,1.48,0.7558,2460171.88,2023-08-15.3,476,1.3,0.00382,1.49,3.65,5.2,5.50E-05,1.50E-04,4.60E-05,7.20E-03,2.60E-03,1.50E-02,3.50E-02,1.80E-04,1.40E-04,7.80E-02,8.80E-02,APO,Otto Matic,26,05-01-2022,31-01-2022,74,,,6,0.33085
54235662,       (2022 AN2),2022 AN2,,,Y,Y,0,21.62,,,,,,,,,,,,,,,,,0.41,,JPL 12,2460000.5,60000,2023-02-25.0,J2000,0.6263,2.39,0.893,12.61,92.68,327.98,122.87,3.89,0.2668,2459539.9,2021-11-21.4,1.35E+03,3.69,0.0243,9.45,1.54,3.21,5.60E-05,3.30E-04,1.10E-05,9.00E-04,8.50E-04,1.40E-03,2.50E-02,5.40E-04,5.50E-05,1.10E-03,2.80E-01,APO,Otto Matic,39,05-01-2022,13-02-2022,72,,,6,0.37772
54235673,       (2022 AY2),2022 AY2,,,Y,Y,0,19.81,,,,,,,,,,,,,,,,,0.46,,JPL 20,2460000.5,60000,2023-02-25.0,J2000,0.6147,2.411,0.929,10.94,42.06,332.21,122.86,3.89,0.2632,2459533.78,2021-11-15.2,1.37E+03,3.74,0.0142,5.51,1.6,3.21,3.90E-04,2.80E-03,1.20E-04,1.20E-03,1.00E-02,2.40E-02,2.20E-01,4.50E-03,4.50E-04,1.60E-02,2.40E+00,APO,Otto Matic,36,06-01-2022,11-02-2022,88,,,7,0.4249
54235676,       (2022 AA3),2022 AA3,,,Y,Y,0,20.57,,,,,,,,,,,,,,,,,0.52,,JPL 11,2460000.5,60000,2023-02-25.0,J2000,0.6948,2.36,0.72,7.81,96.38,123.55,93.68,4,0.2718,2459655.81,2022-03-17.3,1.32E+03,3.63,0.0387,15.1,1.06,3.16,1.30E-05,8.50E-05,4.70E-06,7.60E-05,2.00E-04,2.60E-04,5.00E-03,1.40E-04,1.50E-05,2.30E-04,7.20E-02,APO,Otto Matic,234,06-01-2022,28-08-2022,60,,,5,0.47415
54239714,       (2022 AP7),2022 AP7,,,Y,Y,0,17.33,,,,,,,,,,,,,,,,,0.19,,JPL 7,2460000.5,60000,2023-02-25.0,J2000,0.715,2.923,0.833,13.83,192.38,113.58,65.31,5.01,0.1972,2459669.3,2022-03-30.8,1.83E+03,5,0.0465,18.1,1.19,2.8,5.20E-07,4.50E-07,1.50E-06,3.20E-05,2.30E-04,2.10E-04,3.80E-05,7.70E-07,4.50E-08,1.80E-04,4.20E-04,APO,Otto Matic,1778,20-12-2017,02-11-2022,42,,,1,0.57711
54239541,       (2022 BA),2022 BA,,,Y,Y,0,21.36,,,,,,,,,,,,,,,,,0.35,,JPL 19,2460000.5,60000,2023-02-25.0,J2000,0.4021,0.8079,0.483,28.45,111.2,223.42,288.68,1.13,1.357,2460053.05,2023-04-18.5,265,0.726,0.0213,8.28,4.22,7.08,2.00E-06,2.50E-07,1.80E-06,1.80E-04,3.90E-05,2.70E-05,1.20E-04,3.50E-07,6.40E-07,9.60E-05,1.20E-04,ATE,Otto Matic,125,19-01-2022,24-05-2022,144,,,3,0.41213
54239715,       (2022 BJ),2022 BJ,,,Y,Y,0,21.46,,,,,,,,,,,,,,,,,0.44,,JPL 21,2460000.5,60000,2023-02-25.0,J2000,0.8006,2.394,0.477,6.81,102.44,278.73,118.73,4.31,0.2661,2459554.39,2021-12-05.8,1.35E+03,3.7,0.00503,1.96,1.24,2.98,1.10E-04,1.10E-03,4.60E-05,8.60E-04,2.60E-04,3.20E-04,8.40E-02,2.00E-03,1.90E-04,3.70E-03,9.40E-01,APO,Otto Matic,32,20-01-2022,21-02-2022,220,,,6,0.37187
54239841,       (2022 BH1),2022 BH1,,,Y,Y,0,20.91,,,,,,,,,,,,,,,,,0.32,,JPL 8,2460000.5,60000,2023-02-25.0,J2000,0.8662,2.33,0.312,8.62,316.2,46.63,129.51,4.35,0.277,2459533.03,2021-11-14.5,1.30E+03,3.56,0.0386,15,1.28,2.89,2.10E-04,1.80E-03,2.50E-04,7.70E-03,3.90E-03,1.70E-02,1.50E-01,3.40E-03,3.30E-04,7.30E-03,1.50E+00,APO,Otto Matic,35,08-01-2022,12-02-2022,47,,,7,0.50536
54239889,       (2022 BX1),2022 BX1,,,Y,Y,0,21.65,,,,,,,,,,2.549,,,,,,,0.36,,JPL 40,2460000.5,60000,2023-02-25.0,J2000,0.4253,1.512,0.869,2.95,289.72,300.56,161.83,2.16,0.5299,2459695.1,2022-04-25.5,679,1.86,0.00027,0.105,2.84,4.42,5.80E-08,2.40E-08,9.50E-08,4.80E-06,8.30E-05,8.50E-05,6.10E-06,3.40E-08,1.30E-08,8.50E-06,1.60E-05,APO,Otto Matic,761,16-08-2020,16-09-2022,231,,,0,0.3687
54240400,       (2022 BJ3),2022 BJ3,,,Y,Y,0,19.7,,,,,,,,,,,,,,,,,0.38,,JPL 12,2460000.5,60000,2023-02-25.0,J2000,0.6628,2.773,0.935,28.8,87.36,352.02,98.9,4.61,0.2135,2459537.25,2021-11-18.7,1.69E+03,4.62,0.0457,17.8,0.709,2.83,1.10E-05,9.10E-05,6.80E-07,2.00E-04,2.70E-04,1.10E-04,4.80E-03,1.50E-04,1.00E-05,8.00E-05,8.30E-02,APO,Otto Matic,207,30-08-2021,25-03-2022,48,,,5,0.54961
54240417,       (2022 BJ4),2022 BJ4,,,Y,Y,0,21.67,,,,,,,,,,,,,,,,,0.51,,JPL 15,2460000.5,60000,2023-02-25.0,J2000,0.6493,1.975,0.693,2.79,125.27,89.6,114.42,3.26,0.3551,2459678.28,2022-04-08.7,1.01E+03,2.78,0.00968,3.77,1.71,3.57,1.50E-05,6.40E-05,7.30E-06,6.40E-05,2.90E-04,4.80E-04,5.50E-03,1.10E-04,1.70E-05,1.90E-04,4.90E-02,APO,Otto Matic,208,27-01-2022,23-08-2022,79,,,5,0.44515
54244194,       (2022 BH7),2022 BH7,,,Y,Y,0,20.97,,,,,,,,,,2.1836,,,,,,,0.36,,JPL 24,2460000.5,60000,2023-02-25.0,J2000,0.6446,1.362,0.484,19.17,148.9,107.97,198.49,2.24,0.62,2460260.99,2023-11-12.4,581,1.59,0.00216,0.842,3.02,4.56,8.40E-08,5.80E-07,1.60E-07,9.30E-06,1.50E-06,2.60E-05,1.20E-04,9.50E-07,3.90E-07,3.60E-04,3.70E-04,APO,Otto Matic,25,26-01-2022,20-02-2022,311,4,2,2,0.26266
54244538,       (2022 CV),2022 CV,,,Y,Y,0,20.19,,,,,,,,,,,,,,,,,0.32,,JPL 23,2460000.5,60000,2023-02-25.0,J2000,0.6729,1.267,0.415,40.36,307.77,65.07,299.73,2.12,0.691,2460087.72,2023-05-23.2,521,1.43,0.0104,4.04,3.87,4.66,4.60E-07,4.30E-08,5.70E-07,4.30E-05,1.40E-05,5.50E-05,2.90E-05,7.30E-08,3.50E-08,4.60E-05,2.70E-05,APO,Otto Matic,2608,08-02-2015,31-03-2022,147,,,1,0.47235
54244775,       (2022 CY),2022 CY,,,Y,Y,0,21.7,,,,,,,,,,,,,,,,,0.28,,JPL 14,2460000.5,60000,2023-02-25.0,J2000,0.6368,1.63,0.592,13.78,345.82,271.99,147.6,2.67,0.4736,2459688.88,2022-04-19.3,760,2.08,0.000454,0.177,2.58,4.03,7.60E-05,3.00E-04,1.40E-05,1.30E-03,6.30E-04,2.20E-03,3.90E-02,4.90E-04,1.30E-04,3.20E-03,2.10E-01,APO,Otto Matic,30,29-01-2022,28-02-2022,100,,,6,0.42887
54244790,       (2022 CN1),2022 CN1,,,Y,Y,0,21.32,,,,,,,,,,,,,,,,,0.65,,JPL 11,2460000.5,60000,2023-02-25.0,J2000,0.2228,1.322,1.028,27.67,127.44,6.82,258.87,1.62,0.6483,2460156.49,2023-07-30.9,555,1.52,0.0439,17.1,3.44,4.81,7.90E-08,7.40E-09,1.00E-07,1.10E-05,1.30E-05,3.30E-05,2.60E-05,9.10E-09,5.50E-09,3.90E-05,4.70E-06,AMO,Otto Matic,6528,24-07-2004,08-06-2022,84,,,0,0.72882
54245557,       (2022 CQ1),2022 CQ1,,,Y,Y,0,20.68,,,,,,,,,,,,,,,,,0.37,,JPL 19,2460000.5,60000,2023-02-25.0,J2000,0.604,0.8962,0.355,24.18,340.25,307.48,349.62,1.44,1.162,2460009.44,2023-03-05.9,310,0.848,0.0442,17.2,3.87,6.41,2.30E-05,1.10E-05,1.60E-05,1.60E-03,6.40E-04,4.10E-04,4.60E-03,1.80E-05,2.20E-05,4.10E-03,5.70E-03,ATE,Otto Matic,56,10-01-2022,07-03-2022,149,,,5,0.5071
54245558,       (2022 CS1),2022 CS1,,,Y,Y,0,21.57,,,,,,,,,,,,,,,,,0.29,,JPL 8,2459619.5,59619,2022-02-09.0,J2000,0.7352,2.16,0.572,13.83,150.39,97.47,343.67,3.75,0.3105,2459672.09,2022-04-02.5,1.16E+03,3.17,0.0303,11.8,1.63,3.26,1.90E-03,1.50E-02,1.50E-04,2.80E-02,2.20E-02,6.20E-02,1.90E-01,2.60E-02,3.30E-03,6.60E-02,1.20E+01,APO,Otto Matic,16,03-02-2022,19-02-2022,60,,,8,0.36463
54245819,       (2022 CQ3),2022 CQ3,,,Y,Y,0,21.43,,,,,,,,,,,,,,,,,0.4,,JPL 28,2460000.5,60000,2023-02-25.0,J2000,0.6544,1.926,0.665,1.96,328.92,99.29,160.34,3.19,0.3688,2459565.74,2021-12-17.2,976,2.67,0.000467,0.182,2.16,3.62,3.20E-05,1.20E-04,2.10E-05,1.30E-04,1.00E-03,2.00E-03,1.50E-02,2.00E-04,3.40E-05,2.30E-04,9.00E-02,APO,Otto Matic,59,02-02-2022,02-04-2022,116,,,5,0.49515
