spkid,full_name,pdes,name,prefix,neo,pha,sats,H,G,M1,M2,K1,K2,PC,diameter,extent,albedo,rot_per,GM,BV,UB,IR,spec_B,spec_T,H_sigma,diameter_sigma,orbit_id,epoch,epoch_mjd,epoch_cal,equinox,e,a,q,i,om,w,ma,ad,n,tp,tp_cal,per,per_y,moid,moid_ld,moid_jup,t_jup,sigma_e,sigma_a,sigma_q,sigma_i,sigma_om,sigma_w,sigma_ma,sigma_ad,sigma_n,sigma_tp,sigma_per,class,producer,data_arc,first_obs,last_obs,n_obs_used,n_del_obs_used,n_dop_obs_used,condition_code,rms
54130042,       (2021 EV),2021 EV,,,Y,Y,0,20.8,,,,,,,,,,,,,,,,,0.31,,JPL 20,2460000.5,60000,2023-02-25.0,J2000,0.5112,2.147,1.049,8.83,30.59,188.59,201.92,3.24,0.3134,2460504.92,2024-07-13.4,1.15E+03,3.15,0.046,17.9,1.73,3.52,8.70E-08,1.10E-07,2.40E-07,7.40E-06,6.80E-05,7.20E-05,2.00E-05,1.70E-07,2.50E-08,9.70E-05,9.10E-05,AMO,Otto Matic,2138,21-08-2015,28-06-2021,117,,,1,0.64906
54131484,       (2021 EJ4),2021 EJ4,,,Y,Y,0,20.78,,,,,,,,,,,,,,,,,0.28,,JPL 6,2460000.5,60000,2023-02-25.0,J2000,0.6663,2.7,0.901,28.49,140.83,126.15,142.48,4.5,0.2222,2459359.23,2021-05-24.7,1.62E+03,4.44,0.0491,19.1,1.72,2.87,1.10E-04,9.70E-04,1.50E-05,3.10E-03,3.00E-03,4.40E-03,7.60E-02,1.60E-03,1.20E-04,2.60E-03,8.80E-01,APO,Otto Matic,57,10-03-2021,06-05-2021,29,,,6,0.36747
54131736,       (2021 ED5),2021 ED5,,,Y,Y,0,20.16,,,,,,,,,,,,,,,,,,,JPL 13,2460000.5,60000,2023-02-25.0,J2000,0.7342,2.614,0.695,5.91,182.13,112.68,147.74,4.53,0.2332,2459366.87,2021-06-01.3,1.54E+03,4.23,0.0118,4.58,0.861,2.95,9.00E-05,8.80E-04,3.10E-06,6.10E-04,1.70E-03,3.20E-03,7.40E-02,1.50E-03,1.20E-04,2.70E-03,7.80E-01,APO,Otto Matic,42,15-03-2021,26-04-2021,63,,,6,0.39841
54133135,       (2021 FG3),2021 FG3,,,Y,Y,0,20.96,,,,,,,,,,,,,,,,,0.34,,JPL 7,2460000.5,60000,2023-02-25.0,J2000,0.7069,2.817,0.826,6.85,196.25,68.99,135.2,4.81,0.2085,2459351.97,2021-05-17.4,1.73E+03,4.73,0.0276,10.7,0.589,2.88,3.80E-05,3.60E-04,7.70E-07,2.10E-04,2.50E-04,7.10E-04,2.60E-02,6.20E-04,4.00E-05,9.60E-04,3.40E-01,APO,Otto Matic,62,11-02-2021,14-04-2021,39,,,5,0.46159
54135434,       (2021 GY3),2021 GY3,,,Y,Y,0,21.76,,,,,,,,,,,,,,,,,0.35,,JPL 12,2460000.5,60000,2023-02-25.0,J2000,0.6058,1.686,0.665,17.03,181.62,278.56,341.62,2.71,0.4501,2460041.34,2023-04-06.8,800,2.19,0.00827,3.22,2.72,3.95,4.00E-05,1.30E-04,1.60E-05,1.00E-03,4.80E-04,2.60E-04,4.10E-02,2.10E-04,5.40E-05,9.70E-02,9.50E-02,APO,Otto Matic,33,06-04-2021,09-05-2021,86,,,6,0.40458
54135548,       (2021 GM4),2021 GM4,,,Y,Y,0,21.81,,,,,,,,,,,,,,,,,0.31,,JPL 46,2460000.5,60000,2023-02-25.0,J2000,0.3512,1.524,0.989,5.25,295.12,323.88,326.14,2.06,0.5241,2460065.11,2023-04-30.6,687,1.88,0.0122,4.75,3.02,4.42,1.40E-08,1.20E-08,1.90E-08,2.70E-06,1.40E-05,1.60E-05,4.90E-06,1.60E-08,6.00E-09,9.60E-06,7.90E-06,APO,Otto Matic,5468,15-10-2006,04-10-2021,253,,,0,0.38053
54136195,       (2021 GB6),2021 GB6,,,Y,Y,0,20.42,,,,,,,,,,,,,,,,,,,JPL 12,2460000.5,60000,2023-02-25.0,J2000,0.744,1.924,0.493,6.21,336.17,103.96,282.08,3.36,0.3692,2460211.54,2023-09-24.0,975,2.67,0.00443,1.73,1.99,3.51,8.00E-08,3.20E-08,1.60E-07,1.60E-05,1.90E-04,1.20E-04,9.40E-05,5.60E-08,9.20E-09,2.50E-04,2.40E-05,APO,Otto Matic,3678,20-04-2013,16-05-2023,72,,,1,0.45518
54136200,       (2021 GM6),2021 GM6,,,Y,Y,0,20.19,,,,,,,,,,,,,,,,,0.36,,JPL 10,2460000.5,60000,2023-02-25.0,J2000,0.6653,2.586,0.866,35.68,182.34,122.41,143.57,4.31,0.237,2459394.69,2021-06-29.1,1.52E+03,4.16,0.0473,18.4,2.3,2.87,1.40E-04,1.20E-03,4.70E-05,5.20E-03,4.00E-03,9.00E-03,1.00E-01,2.10E-03,1.70E-04,4.90E-03,1.10E+00,APO,Otto Matic,43,07-04-2021,20-05-2021,56,,,6,0.28327
54137790,       (2021 GX12),2021 GX12,,,Y,Y,0,21.33,,,,,,,,,,,,,,,,,0.42,,JPL 6,2460000.5,60000,2023-02-25.0,J2000,0.3761,1.506,0.94,20.66,33.77,49.7,91.07,2.07,0.5332,2459829.71,2022-09-07.2,675,1.85,0.0386,15,3.34,4.39,1.70E-06,8.20E-07,3.00E-06,6.30E-05,3.60E-05,5.50E-04,8.30E-04,1.10E-06,4.30E-07,1.40E-03,5.50E-04,APO,Otto Matic,1511,25-03-2019,14-05-2023,35,,,3,0.48355
54137809,       (2021 GN16),2021 GN16,,,Y,Y,0,21.73,,,,,,,,,,,,,,,,,0.29,,JPL 7,2460000.5,60000,2023-02-25.0,J2000,0.1936,1.189,0.959,42.75,211.79,215.02,294.78,1.42,0.7605,2460086.26,2023-05-21.7,473,1.3,0.00779,3.03,3.96,5.07,1.20E-05,3.70E-05,4.40E-05,2.60E-03,5.60E-04,4.80E-03,3.00E-02,4.50E-05,3.60E-05,4.40E-02,2.20E-02,APO,Otto Matic,75,13-04-2021,27-06-2021,35,,,5,0.50662
54142826,       (2021 HC3),2021 HC3,,,Y,Y,0,21.57,,,,,,,,,,0.038472,,,,,,,0.44,,JPL 11,2460000.5,60000,2023-02-25.0,J2000,0.6756,1.122,0.364,28.4,219.54,132.15,143.89,1.88,0.8297,2459827.08,2022-09-04.5,434,1.19,0.0474,18.4,3.76,5.24,1.00E-06,1.00E-06,8.20E-07,1.30E-04,1.80E-05,5.20E-05,6.50E-04,1.70E-06,1.20E-06,5.40E-04,6.00E-04,APO,Otto Matic,389,30-04-2021,24-05-2022,143,,,3,0.44548
54150700,       (2021 HK12),2021 HK12,,,Y,Y,0,17.66,,,,,,,,,,,,,,,,,0.37,,JPL 13,2460000.5,60000,2023-02-25.0,J2000,0.6845,3.285,1.036,47.05,187.07,168.8,69.89,5.53,0.1656,2459578.35,2021-12-29.8,2.17E+03,5.95,0.0415,16.1,0.19,2.37,9.30E-07,1.00E-07,3.00E-06,4.40E-05,5.80E-05,1.00E-04,4.90E-05,1.70E-07,7.60E-09,2.90E-04,1.00E-04,AMO,Otto Matic,2452,17-02-2015,04-11-2021,77,,,0,0.82806
54143414,       (2021 JY),2021 JY,,,Y,Y,0,18.79,,,,,,,,,,,,,,,,,,,JPL 21,2460000.5,60000,2023-02-25.0,J2000,0.5764,1.595,0.676,36.16,44.51,76.61,6.15,2.52,0.4891,2459987.92,2023-02-12.4,736,2.02,0.0405,15.8,3.37,3.99,1.60E-07,4.10E-08,2.40E-07,3.40E-05,1.50E-05,3.20E-05,1.90E-05,6.40E-08,1.90E-08,4.00E-05,2.80E-05,APO,Otto Matic,2418,27-09-2016,12-05-2023,113,,,0,0.34664
54145212,       (2021 JF6),2021 JF6,,,Y,Y,0,19.93,,,,,,,,,,,,,,,,,0.3,,JPL 4,2460000.5,60000,2023-02-25.0,J2000,0.9358,2.464,0.158,9.24,10.5,42.43,183.11,4.77,0.2548,2460694.81,2025-01-19.3,1.41E+03,3.87,0.000643,0.25,0.897,2.59,5.30E-05,1.90E-03,1.00E-05,1.20E-03,1.60E-03,2.70E-03,2.10E-01,3.70E-03,2.90E-04,1.60E+00,1.60E+00,APO,Otto Matic,47,15-04-2021,01-06-2021,34,,,7,0.51223
54146072,       (2021 KD),2021 KD,,,Y,Y,0,21.68,,,,,,,,,,,,,,,,,0.27,,JPL 19,2460000.5,60000,2023-02-25.0,J2000,0.1035,1.119,1.003,26.02,66.92,235.65,128.6,1.24,0.8325,2459846.03,2022-09-23.5,432,1.18,0.0318,12.4,3.85,5.48,2.90E-08,8.70E-09,3.20E-08,1.40E-05,7.50E-06,2.00E-05,2.00E-05,9.60E-09,9.70E-09,2.30E-05,5.00E-06,APO,Otto Matic,2425,13-05-2015,01-01-2022,121,,,0,0.64027
54147407,       (2021 KT1),2021 KT1,,,Y,Y,0,21.4,,,,,,,,,,,,,,,,,0.33,,JPL 20,2460000.5,60000,2023-02-25.0,J2000,0.5241,2.119,1.008,28.67,69.61,154.28,209.11,3.23,0.3196,2460472.69,2024-06-11.1,1.13E+03,3.08,0.0287,11.2,1.88,3.41,3.10E-05,1.40E-04,4.40E-07,8.00E-04,9.40E-05,4.10E-04,2.10E-02,2.10E-04,3.10E-05,1.10E-01,1.10E-01,APO,Otto Matic,72,23-04-2021,04-07-2021,209,,,5,0.3293
54161704,       (2021 KG10),2021 KG10,,,Y,Y,0,19.92,,,,,,,,,,,,,,,,,0.66,,JPL 13,2460000.5,60000,2023-02-25.0,J2000,0.3547,1.519,0.98,15.79,271.28,20.64,318.21,2.06,0.5264,2460079.89,2023-05-15.3,684,1.87,0.0184,7.16,3.13,4.4,5.30E-08,2.40E-08,7.70E-08,7.90E-06,1.90E-05,2.60E-05,1.20E-05,3.20E-08,1.20E-08,2.40E-05,1.60E-05,APO,Otto Matic,2515,19-01-2015,08-12-2021,91,,,0,0.49418
54297314,       (2021 KA17),2021 KA17,,,Y,Y,0,21.95,,,,,,,,,,,,,,,,,0.23,,JPL 2,2460000.5,60000,2023-02-25.0,J2000,0.3662,0.961,0.609,6.11,45.25,81.17,27.01,1.31,1.046,2459974.69,2023-01-30.1,344,0.942,0.0361,14.1,3.75,6.21,4.70E-06,6.80E-07,4.90E-06,5.80E-05,5.70E-04,5.40E-04,4.10E-04,9.30E-07,1.10E-06,3.70E-04,3.70E-04,ATE,Otto Matic,778,31-05-2021,18-07-2023,98,,,3,0.51596
54154697,       (2021 LD1),2021 LD1,,,Y,Y,0,20.29,,,,,,,,,,,,,,,,,0.61,,JPL 23,2460000.5,60000,2023-02-25.0,J2000,0.6472,2.802,0.989,39.27,110.83,183.6,124.5,4.62,0.2101,2459407.96,2021-07-12.4,1.71E+03,4.69,0.0277,10.8,0.622,2.72,1.80E-06,1.50E-05,4.60E-08,5.10E-05,5.20E-06,3.50E-05,9.70E-04,2.40E-05,1.60E-06,2.80E-05,1.30E-02,APO,Otto Matic,130,29-04-2021,06-09-2021,112,2,1,3,0.29173
54157345,       (2021 LL2),2021 LL2,,,Y,Y,0,21.62,,,,,,,,,,,,,,,,,,,JPL 9,2460000.5,60000,2023-02-25.0,J2000,0.7143,1.727,0.493,3.11,225.41,159.68,243.85,2.96,0.4343,2460267.95,2023-11-19.4,829,2.27,0.0458,17.8,2.5,3.82,1.10E-07,7.80E-08,2.00E-07,7.70E-06,1.20E-04,1.20E-04,2.30E-05,1.30E-07,2.90E-08,7.00E-05,5.60E-05,APO,Otto Matic,3035,22-01-2015,15-05-2023,58,,,1,0.66395
54161318,       (2021 MJ),2021 MJ,,,Y,Y,0,20.45,,,,,,,,,,,,,,,,,0.33,,JPL 5,2460000.5,60000,2023-02-25.0,J2000,0.1955,0.8922,0.718,40.11,122.84,20.8,121.93,1.07,1.169,2459896.24,2022-11-12.7,308,0.843,0.0333,13,4,6.45,4.80E-06,5.10E-06,8.40E-06,8.30E-04,2.40E-04,8.80E-04,6.80E-03,6.10E-06,1.00E-05,4.90E-03,2.60E-03,ATE,Otto Matic,66,24-05-2021,29-07-2021,37,,,5,0.56797
54161734,       (2021 MX),2021 MX,,,Y,Y,0,21.93,,,,,,,,,,,,,,,,,0.22,,JPL 11,2460000.5,60000,2023-02-25.0,J2000,0.8825,2.588,0.304,18.29,267.21,236.68,156.33,4.87,0.2367,2459340.07,2021-05-05.5,1.52E+03,4.16,0.0199,7.76,1.31,2.64,1.30E-04,2.50E-03,4.90E-05,5.10E-03,4.20E-04,1.40E-03,2.30E-01,4.80E-03,3.50E-04,6.20E-03,2.20E+00,APO,Otto Matic,20,18-06-2021,08-07-2021,70,,,7,0.46337
54161801,       (2021 MG1),2021 MG1,,,Y,Y,0,18.14,,,,,,,,,,,,,,,,,0.48,,JPL 84,2460000.5,60000,2023-02-25.0,J2000,0.6538,2.762,0.956,24.26,173.94,183.77,112.8,4.57,0.2148,2459475.27,2021-09-17.7,1.68E+03,4.59,0.0493,19.2,0.886,2.89,1.60E-08,5.60E-08,4.50E-08,5.90E-06,1.50E-05,1.50E-05,3.10E-06,9.20E-08,6.50E-09,7.90E-06,5.10E-05,APO,Otto Matic,3325,21-01-2013,28-02-2022,671,,,0,0.3213
54161861,       (2021 MK1),2021 MK1,,,Y,Y,0,21.32,,,,,,,,,,,,,,,,,0.41,,JPL 40,2460000.5,60000,2023-02-25.0,J2000,0.2879,0.8077,0.575,19.24,273.99,198.98,259.49,1.04,1.358,2460074.52,2023-05-10.0,265,0.726,0.000943,0.367,4.08,7.16,1.00E-07,4.60E-08,1.10E-07,2.60E-05,6.30E-06,1.10E-05,6.70E-05,6.00E-08,1.20E-07,5.50E-05,2.30E-05,ATE,Otto Matic,1896,28-05-2016,06-08-2021,316,,,2,0.38704
54166590,       (2021 MU2),2021 MU2,,,Y,Y,0,19.6,,,,,,,,,,,,,,,,,0.53,,JPL 3,2460000.5,60000,2023-02-25.0,J2000,0.6213,0.631,0.239,8.56,80.65,358.07,226.08,1.02,1.966,2460068.6,2023-05-04.1,183,0.501,0.00573,2.23,4.24,8.79,9.00E-06,3.00E-08,5.70E-06,2.10E-04,6.80E-04,4.50E-04,1.50E-03,4.90E-08,1.40E-07,7.60E-04,1.30E-05,ATE,Otto Matic,2222,09-07-2015,08-08-2021,24,,,2,0.5643
54166597,       (2021 NT1),2021 NT1,,,Y,Y,0,20.85,,,,,,,,,,,,,,,,,0.23,,JPL 12,2460000.5,60000,2023-02-25.0,J2000,0.2549,1.276,0.951,24.52,298.15,132.81,293.58,1.6,0.6839,2460097.62,2023-06-02.1,526,1.44,0.0306,11.9,3.67,4.95,8.50E-08,4.40E-09,1.10E-07,1.50E-05,1.20E-05,2.40E-05,2.80E-05,5.60E-09,3.60E-09,4.10E-05,2.80E-06,APO,Otto Matic,3874,30-06-2011,06-02-2022,73,,,0,0.43209
54166600,       (2021 NW1),2021 NW1,,,Y,Y,0,21.51,,,,,,,,,,,,,,,,,0.28,,JPL 8,2460000.5,60000,2023-02-25.0,J2000,0.5748,2.001,0.851,9.42,84.08,310.9,174.38,3.15,0.3483,2459499.83,2021-10-12.3,1.03E+03,2.83,0.00519,2.02,2.33,3.6,3.90E-05,1.70E-04,4.60E-06,6.90E-04,1.60E-03,1.80E-03,2.20E-02,2.70E-04,4.50E-05,8.00E-04,1.30E-01,APO,Otto Matic,54,06-07-2021,29-08-2021,38,,,6,0.37827
54166827,       (2021 NY1),2021 NY1,,,Y,Y,0,21.84,,,,,,,,,,0.2224095,,,,,,,0.38,,JPL 37,2460000.5,60000,2023-02-25.0,J2000,0.5961,2.454,0.991,6.16,174.74,172.1,136.02,3.92,0.2564,2459470.08,2021-09-12.5,1.40E+03,3.84,0.00927,3.61,1.53,3.22,1.10E-06,6.90E-06,1.80E-08,8.90E-06,1.00E-05,9.80E-06,5.70E-04,1.10E-05,1.10E-06,5.40E-06,5.90E-03,APO,Giorgini,152,12-06-2021,11-11-2021,180,2,2,3,0.32087
54168783,       (2021 NC5),2021 NC5,,,Y,Y,0,20.44,,,,,,,,,,,,,,,,,0.26,,JPL 3,2459409.5,59409,2021-07-14.0,J2000,0.8688,2.293,0.301,7.67,141.01,295.2,332.01,4.29,0.2838,2459508.12,2021-10-20.6,1.27E+03,3.47,0.0132,5.15,1.16,2.92,1.50E-03,1.50E-02,1.60E-03,3.10E-02,7.60E-02,1.30E-01,2.90E-01,2.70E-02,2.70E-03,8.60E-02,1.20E+01,APO,Otto Matic,8,09-07-2021,17-07-2021,20,,,8,0.32121
54169406,       (2021 NQ5),2021 NQ5,,,Y,Y,0,21.2,,,,,,,,,,,,,,,,,,,JPL 23,2460000.5,60000,2023-02-25.0,J2000,0.4936,1.611,0.816,1.42,115.39,299.04,237.2,2.41,0.4821,2460255.24,2023-11-06.7,747,2.04,0.000104,0.0406,2.98,4.2,5.10E-08,1.40E-08,8.50E-08,6.50E-06,1.40E-04,1.40E-04,8.40E-06,2.10E-08,6.20E-09,2.00E-05,9.60E-06,APO,Otto Matic,3376,25-04-2014,23-07-2023,105,,,0,0.51874
54170851,       (2021 NM8),2021 NM8,,,Y,Y,0,22,,,,,,,,,,,,,,,,,0.24,,JPL 5,2460000.5,60000,2023-02-25.0,J2000,0.6038,2.422,0.96,16.07,306.57,23.82,143.32,3.88,0.2615,2459452.42,2021-08-25.9,1.38E+03,3.77,0.0215,8.35,1.58,3.19,2.80E-05,1.60E-04,1.60E-06,4.60E-04,3.20E-04,1.10E-04,1.50E-02,2.60E-04,2.70E-05,1.10E-04,1.40E-01,APO,Otto Matic,68,07-07-2021,13-09-2021,37,,,5,0.20325
54178641,       (2021 NT14),2021 NT14,,,Y,Y,0,20.73,,,,,,,,,,,,,,,,,,,JPL 27,2460200.5,60200,2023-09-13.0,J2000,0.4091,1.559,0.921,6.7,41.53,15.02,329.95,2.2,0.5062,2460259.87,2023-11-11.3,711,1.95,0.0464,18.1,3.18,4.33,2.90E-08,1.40E-08,4.70E-08,3.10E-06,8.90E-05,9.30E-05,7.60E-06,1.90E-08,6.70E-09,1.50E-05,9.40E-06,APO,Otto Matic,1997,04-02-2018,25-07-2023,111,,,0,0.54306
54177976,       (2021 PT),2021 PT,,,Y,Y,0,21.87,,,,,,,,,,,,,,,,,0.39,,JPL 44,2460000.5,60000,2023-02-25.0,J2000,0.2462,1.225,0.924,10.15,152.31,233.98,3.52,1.53,0.7266,2459995.66,2023-02-20.1,495,1.36,0.00453,1.76,3.94,5.17,1.40E-06,1.80E-06,4.10E-07,6.00E-05,1.60E-05,1.20E-05,7.70E-04,2.20E-06,1.60E-06,1.00E-03,1.10E-03,APO,Otto Matic,211,03-08-2021,02-03-2022,323,,,3,0.43429
54178640,       (2021 PH2),2021 PH2,,,Y,Y,0,21.56,,,,,,,,,,,,,,,,,0.5,,JPL 15,2460000.5,60000,2023-02-25.0,J2000,0.6007,0.8727,0.348,10.07,315.32,214.67,45.19,1.4,1.209,2459963.12,2023-01-18.6,298,0.815,0.0202,7.87,3.59,6.61,2.20E-07,2.60E-08,2.00E-07,9.40E-06,1.20E-05,2.90E-05,5.30E-05,4.10E-08,5.30E-08,4.30E-05,1.30E-05,ATE,Otto Matic,1925,22-07-2017,29-10-2022,124,,,1,0.3988
54179304,       (2021 PH4),2021 PH4,,,Y,Y,0,21.2,,,,,,,,,,,,,,,,,0.41,,JPL 24,2460000.5,60000,2023-02-25.0,J2000,0.6498,2.715,0.951,6.73,58.11,330.51,108.39,4.48,0.2203,2459508.42,2021-10-20.9,1.63E+03,4.47,0.00641,2.5,0.99,3.01,1.10E-05,8.00E-05,6.10E-07,8.10E-05,1.20E-04,1.40E-04,4.80E-03,1.30E-04,9.80E-06,2.50E-05,7.30E-02,APO,Otto Matic,174,07-08-2021,28-01-2022,94,,,5,0.47879
54184281,       (2021 PC7),2021 PC7,,,Y,Y,0,19.38,,,,,,,,,,,,,,,,,0.67,,JPL 5,2460000.5,60000,2023-02-25.0,J2000,0.3133,0.83,0.57,35.37,352.97,145.38,252.06,1.09,1.303,2460083.32,2023-05-18.8,276,0.756,0.0019,0.74,3.93,6.89,1.10E-05,4.40E-05,3.90E-05,2.30E-03,2.50E-03,8.70E-03,4.60E-02,5.80E-05,1.00E-04,4.20E-02,2.20E-02,ATE,Otto Matic,27,08-08-2021,04-09-2021,33,,,6,0.52479
54184708,       (2021 PC9),2021 PC9,,,Y,Y,0,21.2,,,,,,,,,,,,,,,,,0.35,,JPL 8,2460000.5,60000,2023-02-25.0,J2000,0.6679,1.846,0.613,11.3,315.47,267.78,251.62,3.08,0.3929,2460276.35,2023-11-27.8,916,2.51,0.00306,1.19,2.08,3.69,3.00E-05,9.90E-05,2.30E-05,6.60E-04,9.30E-04,1.80E-03,2.00E-02,1.70E-04,3.20E-05,7.40E-02,7.40E-02,APO,Otto Matic,64,11-08-2021,14-10-2021,44,,,5,0.38437
54186213,       (2021 PL23),2021 PL23,,,Y,Y,0,21.95,,,,,,,,,,,,,,,,,0.43,,JPL 28,2460000.5,60000,2023-02-25.0,J2000,0.5842,2.487,1.034,8.11,193.19,194.25,125.19,3.94,0.2513,2459502.39,2021-10-14.8,1.43E+03,3.92,0.0417,16.2,1.52,3.2,1.70E-05,1.00E-04,1.00E-06,1.50E-04,9.50E-05,8.20E-05,7.80E-03,1.60E-04,1.60E-05,1.10E-04,9.00E-02,AMO,Otto Matic,123,15-08-2021,16-12-2021,169,,,5,0.47308
54186657,       (2021 PA24),2021 PA24,,,Y,Y,0,19.22,,,,,,,,,,,,,,,,,0.19,,JPL 25,2460000.5,60000,2023-02-25.0,J2000,0.6403,2.637,0.949,30.47,238.49,156.47,105.68,4.33,0.2301,2459541.27,2021-11-22.7,1.56E+03,4.28,0.00799,3.11,1.37,2.92,4.90E-06,3.60E-05,2.40E-07,8.90E-05,1.00E-04,4.60E-05,2.20E-03,5.90E-05,4.70E-06,3.50E-05,3.20E-02,APO,Otto Matic,139,14-08-2021,31-12-2021,113,,,4,0.47718
54186659,       (2021 PD24),2021 PD24,,,Y,Y,0,20.29,,,,,,,,,,,,,,,,,,,JPL 7,2460000.5,60000,2023-02-25.0,J2000,0.394,1.563,0.947,7.28,83.06,357.32,187.25,2.18,0.5044,2460342.96,2024-02-02.4,714,1.95,0.0366,14.2,3.09,4.33,5.10E-07,7.50E-08,8.40E-07,1.30E-05,1.20E-04,1.80E-04,8.40E-05,1.00E-07,3.60E-08,1.50E-04,5.20E-05,APO,Otto Matic,1796,23-06-2017,24-05-2022,34,,,1,0.35706
54191846,       (2021 QA6),2021 QA6,,,Y,Y,0,20.11,,,,,,,,,,,,,,,,,0.65,,JPL 12,2460000.5,60000,2023-02-25.0,J2000,0.7343,3.493,0.928,25.41,98.38,319.51,74.84,6.06,0.151,2459504.77,2021-10-17.2,2.38E+03,6.53,0.0401,15.6,0.705,2.5,3.90E-06,5.20E-05,3.20E-07,8.00E-05,1.10E-04,8.10E-05,1.70E-03,9.00E-05,3.40E-06,2.90E-05,5.30E-02,APO,Otto Matic,156,28-08-2021,31-01-2022,59,,,4,0.43049
54244192,       (2021 QP80),2021 QP80,,,Y,Y,0,19.78,,,,,,,,,,,,,,,,,0.26,,JPL 5,2460000.5,60000,2023-02-25.0,J2000,0.4353,1.792,1.012,13.99,25.47,350.13,224.24,2.57,0.411,2460330.83,2024-01-21.3,876,2.4,0.0185,7.2,2.89,3.93,1.40E-07,2.30E-08,2.40E-07,8.30E-06,3.50E-05,3.70E-05,1.80E-05,3.40E-08,8.10E-09,4.90E-05,1.70E-05,APO,Otto Matic,3241,11-04-2013,24-02-2022,59,,,0,0.69359
54195861,       (2021 RW9),2021 RW9,,,Y,Y,0,20.99,,,,,,,,,,,,,,,,,0.38,,JPL 2,2459467.5,59467,2021-09-10.0,J2000,0.7106,1.21,0.35,63.29,8.86,126.31,316.33,2.07,0.7407,2459526.46,2021-11-07.9,486,1.33,0.0221,8.6,3.49,4.61,1.00E-03,6.70E-03,7.20E-04,1.20E-01,3.20E-02,2.10E-01,4.10E-01,1.10E-02,6.20E-03,6.60E-02,4.00E+00,APO,Otto Matic,14,08-09-2021,22-09-2021,18,,,9,0.57826
54196368,       (2021 RU12),2021 RU12,,,Y,Y,0,21.63,,,,,,,,,,,,,,,,,0.62,,JPL 20,2460000.5,60000,2023-02-25.0,J2000,0.6355,2.391,0.872,10.92,205.17,232.48,119.84,3.91,0.2665,2459550.87,2021-12-02.3,1.35E+03,3.7,0.0149,5.8,1.54,3.2,7.30E-06,4.50E-05,1.20E-06,1.00E-04,7.20E-05,8.70E-05,3.40E-03,7.30E-05,7.50E-06,5.80E-05,3.80E-02,APO,Otto Matic,200,14-08-2021,02-03-2022,85,,,4,0.54233
54199511,       (2021 RR23),2021 RR23,,,Y,Y,0,20.52,,,,,,,,,,,,,,,,,0.72,,JPL 5,2460000.5,60000,2023-02-25.0,J2000,0.5979,2.474,0.995,30.98,254.28,16.86,152.3,3.95,0.2533,2459399.33,2021-07-03.8,1.42E+03,3.89,0.00379,1.48,1.24,3.05,2.40E-04,1.70E-03,1.10E-04,6.90E-03,1.60E-02,2.20E-02,1.60E-01,2.80E-03,2.70E-04,3.50E-03,1.50E+00,APO,Otto Matic,26,13-09-2021,09-10-2021,20,,,7,0.59285
54200300,       (2021 SN1),2021 SN1,,,Y,Y,0,21.02,,,,,,,,,,,,,,,,,0.28,,JPL 16,2460000.5,60000,2023-02-25.0,J2000,0.7791,1.786,0.395,12.38,208.38,284.82,183.23,3.18,0.4128,2460428.71,2024-04-28.2,872,2.39,0.0275,10.7,2.09,3.63,2.40E-05,1.20E-04,1.50E-05,5.50E-04,4.00E-04,6.90E-04,1.90E-02,2.20E-04,4.30E-05,9.00E-02,9.10E-02,APO,Otto Matic,46,09-09-2021,25-10-2021,82,,,6,0.47395
54201805,       (2021 SX3),2021 SX3,,,Y,Y,0,21.57,,,,,,,,,,,,,,,,,0.38,,JPL 10,2460000.5,60000,2023-02-25.0,J2000,0.6966,2.38,0.722,4.76,178.06,290.57,111.57,4.04,0.2684,2459584.83,2022-01-05.3,1.34E+03,3.67,0.00176,0.684,1.19,3.15,6.10E-06,4.00E-05,2.40E-06,4.20E-05,9.20E-05,1.10E-04,2.80E-03,6.80E-05,6.80E-06,6.30E-05,3.40E-02,APO,Otto Matic,205,30-09-2021,23-04-2022,42,,,4,0.66468
54202335,       (2021 SP4),2021 SP4,,,Y,Y,0,20.96,,,,,,,,,,,,,,,,,0.36,,JPL 37,2460000.5,60000,2023-02-25.0,J2000,0.4051,1.467,0.873,9.92,161.33,324.97,219.15,2.06,0.5544,2460254.54,2023-11-06.0,649,1.78,0.0478,18.6,3.03,4.5,2.00E-08,4.70E-09,2.80E-08,4.40E-06,2.90E-05,3.20E-05,9.50E-06,6.60E-09,2.70E-09,1.70E-05,3.10E-06,APO,Otto Matic,6093,28-09-2005,04-06-2022,166,,,0,0.59992
54203006,       (2021 SZ4),2021 SZ4,,,Y,Y,0,20.46,,,,,,,,,,,,,,,,,0.47,,JPL 8,2460000.5,60000,2023-02-25.0,J2000,0.8075,1.543,0.297,26.41,28.4,129.58,212.22,2.79,0.5143,2460287.86,2023-12-09.3,700,1.92,0.0351,13.7,2.49,3.95,6.80E-06,2.50E-05,5.80E-06,6.20E-04,3.10E-04,4.10E-04,5.00E-03,4.50E-05,1.20E-05,1.70E-02,1.70E-02,APO,Otto Matic,88,04-09-2021,01-12-2021,48,,,5,0.61937
